;Unnamed: 0;Participant;List;type;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1gender;NP2_gender;verbclass;Connective;prompt;cont;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;NP1;NP2
1016;1016;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;101;14;1,56046E+13;2;weil_se_fm;verblüffen;subject;f; m;se; weil;Janina verblüffte Yannick, weil;sie so gut Französisch sprechen konnte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;5;956;Selected;Janina;Yannick
1017;1017;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;20;15;1,56046E+13;2;weil_es_mf;fürchten;object;m; f;es; weil;Rüdiger fürchtete Katharina, weil;sie sehr schlagfertig ist;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;963;928;Selected;Rüdiger;Katharina
1018;1018;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;49;16;1,56046E+13;2;weil_es_fm;vertrauen;object;f; m;es; weil;Stefanie vertraute Dennis, weil;er immer zuverlässig ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1436;940;Selected;Stefanie;Dennis
1019;1019;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;38;16;1,56046E+13;2;sodass_se_mf;entzücken;object;m; f;se; sodass;Dennis entzückte Stefanie, sodass;sie sich wieder treffen wollen.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1005;936;Selected;Dennis;Stefanie
1020;1020;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;2;17;1,56046E+13;2;weil_se_mf;irritieren;subject;m; f;se; weil;Felix irritierte Marike, weil;weil er ihr falsche Hoffnungen machte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1390;922;Selected;Felix;Marike
1021;1021;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;89;17;1,56046E+13;2;sodass_es_fm;vermissen;subject;f; m;es; sodass;Marike vermisste Felix, sodass;sie weinen musste.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;159;951;Selected;Marike;Felix
1022;1022;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;68;18;1,56046E+13;2;weil_se_fm;erstaunen;subject;f; m;se; weil;Marie erstaunte Klaus, weil;sie das erste Mal redete.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1735;945;Selected;Marie;Klaus
1023;1023;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;26;19;1,56046E+13;2;weil_es_mf;sorgen sich um;object;m; f;es; weil;Alexander sorgte sich um Alisa, weil;sie ein sehr verängstigter Mensch ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;601;931;Selected;Alexander;Alisa
1024;1024;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;83;19;1,56046E+12;2;sodass_se_fm;erschüttern;object;f; m;se; sodass;Alisa erschütterte Alexander, sodass;Er auf eine Entschuldigung wartet;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;246;950;Selected;Alisa;Alexander
1025;1025;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;16;20;1,56046E+13;2;weil_es_fm;bedauern;object;f; m;es; weil;Aisha bedauerte Albert, weil;er immer wieder Niederschläge erleben musste.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1428;927;Selected;Aisha;Albert
1026;1026;211;2;Experiment;24;female;rechts;70180;72076;Vietnamesisch;nein;female;24;20;1,56046E+13;2;sodass_se_mf;erschrecken;object;m; f;se; sodass;Albert erschreckte Aisha, sodass;sie die Tasse fallen lässt.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;637;929;Selected;Albert;Aisha
1027;1027;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;105;2;1,56042E+13;2;weil_se_fm;faszinieren;subject;f; m;se; weil;Anastasia faszinierte Patrick, weil;sie so anders war alle, die er kannte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;241;999;Selected;Anastasia;Patrick
1028;1028;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;31;3;1,56042E+13;2;weil_es_mf;verabscheuen;object;m; f;es; weil;Michael verabscheute Simone, weil;sie einen schlechten Charakter hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2072;973;Selected;Michael;Simone
1029;1029;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;61;4;1,56042E+13;2;weil_es_fm;respektieren;object;f; m;es; weil;Saskia respektierte Kevin, weil;er immer zu seinem Wort stand.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;436;981;Selected;Saskia;Kevin
1030;1030;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;77;5;1,56042E+13;2;weil_se_mf;bezaubern;subject;m; f;se; weil;Tim bezauberte Martha, weil;er ihr ein Dutzend Rosen schenkte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1255;986;Selected;Tim;Martha
1031;1031;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;104;5;1,56042E+13;2;sodass_es_fm;vergöttern;subject;f; m;es; sodass;Martha vergötterte Tim, sodass;sie alles für ihn tat.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;500;998;Selected;Martha;Tim
1032;1032;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;19;6;1,56042E+13;2;sodass_es_mf;misstrauen;subject;m; f;es; sodass;Daniel misstraute Jana, sodass;er ihr lieber aus dem Weg ging.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;825;969;Selected;Daniel;Jana
1033;1033;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;50;7;1,56042E+13;2;weil_es_mf;schätzen;object;m; f;es; weil;Oliver schätzte Lena, weil;sie immer ehrlich zu ihm war.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;766;977;Selected;Oliver;Lena
1034;1034;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;4;9;1,56041E+13;2;weil_se_mf;stören;subject;m; f;se; weil;Malte störte Annemarie, weil;er schnell ins Badezimmer musste.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;480;964;Selected;Malte;Annemarie
1035;1035;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;89;10;1,56042E+13;2;sodass_es_mf;achten;subject;m; f;es; sodass;Robin achtete Adele, sodass;er ihr freie Hand ließ.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1046;992;Selected;Robin;Adele
1036;1036;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;21;11;1,56042E+12;2;weil_es_mf;bewundern;object;m; f;es; weil;Armin bewunderte Anna, weil;sie sich nie unterkriegen ließ.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1319;971;Selected;Armin;Anna
1037;1037;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;52;11;1,56042E+13;2;sodass_se_fm;begeistern;object;f; m;se; sodass;Anna begeisterte Armin, sodass;es nicht lange dauerte, bis er sich in sie verliebte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1773;978;Selected;Anna;Armin
1038;1038;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;20;12;1,56042E+13;2;weil_es_fm;lieben;object;f; m;es; weil;Emma liebte Fritz, weil;er einfach perfekt für sie zu sein schien.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2023;970;Selected;Emma;Fritz
1039;1039;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;107;13;1,56042E+13;2;weil_se_mf;langweilen;subject;m; f;se; weil;Jacob langweilte Melanie, weil;er einfach nicht zum Punkt kam.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1703;1000;Selected;Jacob;Melanie
1040;1040;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;3;14;1,56041E+13;2;sodass_es_mf;anhimmeln;subject;m; f;es; sodass;Yannick himmelte Janina an, sodass;er praktisch alles für sie tat.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;31;963;Selected;Yannick;Janina
1041;1041;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;98;16;1,56042E+13;2;weil_es_fm;vertrauen;object;f; m;es; weil;Stefanie vertraute Dennis, weil;er ihr nie wehgetan hatte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1926;994;Selected;Stefanie;Dennis
1042;1042;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;5;16;1,56041E+13;2;sodass_se_mf;entzücken;object;m; f;se; sodass;Dennis entzückte Stefanie, sodass;sie sofort auf das Date einwilligte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;398;965;Selected;Dennis;Stefanie
1043;1043;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;1;17;1,56041E+12;2;weil_se_mf;irritieren;subject;m; f;se; weil;Felix irritierte Marike, weil;er heute plötzlich nackt zur Arbeit erschien.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;295;962;Selected;Felix;Marike
1044;1044;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;12;17;1,56042E+12;2;sodass_es_fm;vermissen;subject;f; m;es; sodass;Marike vermisste Felix, sodass;sie ihn sofort anrief.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1921;966;Selected;Marike;Felix
1045;1045;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;65;18;1,56042E+13;2;sodass_es_mf;ekeln sich vor;subject;m; f;es; sodass;Klaus ekelte sich vor Marie, sodass;er fluchtartig den Raum verließ.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1093;982;Selected;Klaus;Marie
1046;1046;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;17;20;1,56042E+13;2;weil_es_fm;bedauern;object;f; m;es; weil;Aisha bedauerte Albert, weil;er eine erbärmliche Erscheinung abgab.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1925;968;Selected;Aisha;Albert
1047;1047;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;72;20;1,56042E+13;2;sodass_se_mf;erschrecken;object;m; f;se; sodass;Albert erschreckte Aisha, sodass;sie das Glas Wasser fallen ließ.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;533;984;Selected;Albert;Aisha
1048;1048;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;3;2;1,56055E+13;2;weil_se_fm;faszinieren;subject;f; m;se; weil;Anastasia faszinierte Patrick, weil;sie besser Handball spielte als er gedacht hatte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;770;1004;Selected;Anastasia;Patrick
1049;1049;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;51;3;1560549889;2;weil_es_mf;verabscheuen;object;m; f;es; weil;Michael verabscheute Simone, weil;sie ihn mehrmals hintergangen hatte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1832;1017;Selected;Michael;Simone
1050;1050;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;36;4;1,56055E+13;2;weil_es_fm;respektieren;object;f; m;es; weil;Saskia respektierte Kevin, weil;er sich für andere einsetzte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1480;1014;Selected;Saskia;Kevin
1051;1051;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;108;4;1,56055E+13;2;sodass_se_mf;inspirieren;object;m; f;se; sodass;Kevin inspirierte Saskia, sodass;sie viele Ideen in ihr Bild einbringen konnte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1767;1037;Selected;Kevin;Saskia
1052;1052;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;24;5;1,56055E+13;2;weil_se_mf;bezaubern;subject;m; f;se; weil;Tim bezauberte Martha, weil;er sie an ihrem Geburtstag mit Rosen überraschte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1361;1009;Selected;Tim;Martha
1053;1053;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;87;5;1,56055E+13;2;sodass_es_fm;vergöttern;subject;f; m;es; sodass;Martha vergötterte Tim, sodass;sie alle anderen Typen für eine Zeit vergaß.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;586;1028;Selected;Martha;Tim
1054;1054;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;77;6;1,56055E+13;2;sodass_es_mf;misstrauen;subject;m; f;es; sodass;Daniel misstraute Jana, sodass;er das Gespräch mit ihr mied.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1114;1025;Selected;Daniel;Jana
1055;1055;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;58;7;1,56055E+13;2;weil_es_mf;schätzen;object;m; f;es; weil;Oliver schätzte Lena, weil;sie einen sehr echten Eindruck machte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1866;1018;Selected;Oliver;Lena
1056;1056;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;82;7;1,56055E+13;2;sodass_se_fm;überraschen;object;f; m;se; sodass;Lena überraschte Oliver, sodass;dieser ihr verzieh.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;323;1027;Selected;Lena;Oliver
1057;1057;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;73;8;1,56055E+13;2;weil_es_fm;mögen;object;f; m;es; weil;Jennifer mochte Tobias, weil;er ihr immerzu Komplimente machte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;646;1023;Selected;Jennifer;Tobias
1058;1058;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;12;9;1,56055E+13;2;sodass_es_fm;hassen;subject;f; m;es; sodass;Annemarie hasste Malte, sodass;sie heimlich plante, mit ihm abzurechnen.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;746;1006;Selected;Annemarie;Malte
1059;1059;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;94;10;1,56055E+13;2;sodass_es_mf;achten;subject;m; f;es; sodass;Robin achtete Adele, sodass;er sie frei heraus ansprach.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;326;1032;Selected;Robin;Adele
1060;1060;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;6;11;1,56055E+13;2;weil_es_mf;bewundern;object;m; f;es; weil;Armin bewunderte Anna, weil;sie seiner Meinung nach wunderschön war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1372;1005;Selected;Armin;Anna
1061;1061;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;111;12;1,56055E+13;2;weil_es_fm;lieben;object;f; m;es; weil;Emma liebte Fritz, weil;er ein sehr geschickter Junge war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1997;1038;Selected;Emma;Fritz
1062;1062;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;43;14;1,56055E+13;2;weil_se_fm;verblüffen;subject;f; m;se; weil;Janina verblüffte Yannick, weil;sie sich ihm ganz ohne Scham offenbarte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1717;1016;Selected;Janina;Yannick
1063;1063;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;33;14;1,56055E+13;2;sodass_es_mf;anhimmeln;subject;m; f;es; sodass;Yannick himmelte Janina an, sodass;er ihr einen Liebesbrief schrieb.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1960;1012;Selected;Yannick;Janina
1064;1064;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;98;15;1,56055E+13;2;weil_es_mf;fürchten;object;m; f;es; weil;Rüdiger fürchtete Katharina, weil;sie für ihre Brutalität bekannt war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1384;1033;Selected;Rüdiger;Katharina
1065;1065;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;19;16;1,56055E+13;2;weil_es_fm;vertrauen;object;f; m;es; weil;Stefanie vertraute Dennis, weil;er eine ruhige Ausstrahlung besitzt.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;424;1007;Selected;Stefanie;Dennis
1066;1066;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;1;16;1,56055E+13;2;sodass_se_mf;entzücken;object;m; f;se; sodass;Dennis entzückte Stefanie, sodass;sie fröhlich gestimmt war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;959;1002;Selected;Dennis;Stefanie
1067;1067;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;119;17;1,56055E+13;2;weil_se_mf;irritieren;subject;m; f;se; weil;Felix irritierte Marike, weil;er die Regeln außer Acht lies.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1844;1041;Selected;Felix;Marike
1068;1068;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;30;17;1,56055E+13;2;sodass_es_fm;vermissen;subject;f; m;es; sodass;Marike vermisste Felix, sodass;sie ihm einen Brief schrieb.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1069;1011;Selected;Marike;Felix
1069;1069;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;25;18;1,56055E+13;2;weil_se_fm;erstaunen;subject;f; m;se; weil;Marie erstaunte Klaus, weil;sie besser als er im Kopfrechnen war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1347;1010;Selected;Marie;Klaus
1070;1070;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;99;18;1,56055E+13;2;sodass_es_mf;ekeln sich vor;subject;m; f;es; sodass;Klaus ekelte sich vor Marie, sodass;er sich von ihr abwandte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;865;1034;Selected;Klaus;Marie
1071;1071;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;90;19;1,56055E+13;2;weil_es_mf;sorgen sich um;object;m; f;es; weil;Alexander sorgte sich um Alisa, weil;sie einen abgeschafften Eindruck auf ihn machte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1868;1029;Selected;Alexander;Alisa
1072;1072;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;113;20;1,56055E+13;2;weil_es_fm;bedauern;object;f; m;es; weil;Aisha bedauerte Albert, weil;er einen geradezu armen Eindruck auf sie machte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2000;1039;Selected;Aisha;Albert
1073;1073;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;75;20;1,56055E+13;2;sodass_se_mf;erschrecken;object;m; f;se; sodass;Albert erschreckte Aisha, sodass;sie fortlief.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;173;1024;Selected;Albert;Aisha
