index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
1633;1634;Liste1;28;22;f;deutsch;nein;rechts;14;4;<id: item 14, condition 4>;Die Melanie sorgte sich um den Florian mit stetig wachsender Unruhe, weil ;er oft weint;1;objekt;pers;;14055956238259.0;;;;;294;Melanie sorgte sich um Florian mit stetig wachsender Unruhe, weil;f;Melanie;Floria;es;sorgte sich um;3;er oft weint;er seit Tagen nicht auf ihre Anrufe reagiert hatte.
2140;2141;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;41;3;<id: item 41, condition 3>;Der Fabian amüsierte die Amelia von den Institutsangehörigen am Meisten, weil ;er ihr immer wieder Witze über verschiedenste Nationalitäten erzählte.;2;subjekt;pers;;14056032929386.0;;;;;461;Fabian amüsierte Amelia von den Institutsangehörigen am Meisten, weil;m;Fabian;Ameli;se;amüsierte;4;er ihr immer wieder Witze über verschiedenste Nationalitäten erzählte.;er immer neue und kreative Geschichten erzählte, die alle zum Lachen brachten.
1903;1904;Liste1;32;24;f;deutsch;nein;rechts;44;2;<id: item 44, condition 2>;Die Leonie begeisterte den Nikolas mit dem  besonders schönen Gesang beim Karaoke, weil ;sie eine so hohe Stimme hat.;1;subjekt;pers;;14055927249667.0;;;;;424;Leonie begeisterte Nikolas mit dem  besonders schönen Gesang beim Karaoke, weil;f;Leonie;Nikola;se;begeisterte;1;sie eine so hohe Stimme hat.;sie eine einzigartige Stimme hatte und die Emotionen des Liedes perfekt zum Ausdruck brachte.
1737;1738;Liste4;29;20;f;deutsch;nein;rechts;58;3;<id: item 58, condition 3>;Der Ramon überraschte die Helene vorgestern Nachmittag in allerhöchstem Maße, weil ;er ihr einen Heiratsantrag wie aus dem Nichts machte.;2;subjekt;pers;;14055935262963.0;;;;;358;Ramon überraschte Helene vorgestern Nachmittag in allerhöchstem Maße, weil;m;Ramon;Helen;se;überraschte;4;er ihr einen Heiratsantrag wie aus dem Nichts machte.;er spontan aus ihrer gemeinsamen Lieblingsstadt zurückkehrte und ihr einen besonderen Ring überreichte.
798;799;Liste3;14;24;m;deutsch;nein;rechts;19;1;<id: item 19, condition 1>;Der David vermisste die Luise für die netten Gespräche an lauen Sommerabenden, weil;sie danach auch regelmässig miteinander ins Bett gingen.;pl;;;;14055980063293.0;;;;;139;David vermisste Luise für die netten Gespräche an lauen Sommerabenden, weil;m;David;Luis;es;vermisste;2;sie danach auch regelmässig miteinander ins Bett gingen.;sie ihm das Gefühl von Ruhe und Geborgenheit gaben.
291;292;Liste2;5;31;m;deutsch;nein;rechts;52;3;<id: item 52, condition 3>;Der Benjamin faszinierte die Judith seit dem Betriebsfest auf eine besondere Art und Weise, weil ;er ein Lied sang.;1;subjekt;pers;;14056053718389.0;;;;;72;Benjamin faszinierte Judith seit dem Betriebsfest auf eine besondere Art und Weise, weil;m;Benjamin;Judit;se;faszinierte;4;er ein Lied sang.;er eine erstaunliche Mischung aus Charme und Intelligenz ausstrahlte, die sie bei anderen Kollegen nie zuvor erlebt hatte.
1519;1520;Liste3;26;26;f;deutsch;nein;rechts;20;4;<id: item 20, condition 4>;Die Verena vertraute dem Tobias bis zum Äußersten, weil ;er bisher immer kompetent auftrat.;1;objekt;pers;;14055099133169.0;;;;;260;Verena vertraute Tobias bis zum Äußersten, weil;f;Verena;Tobia;es;vertraute;3;er bisher immer kompetent auftrat.;er ihr in der Vergangenheit immer loyal zur Seite gestanden hatte.
1367;1368;Liste2;23;22;m;deutsch;nein;rechts;48;3;<id: item 48, condition 3>;Der Tom entzückte die Stefanie bei einem Besuch vorgestern über alle Maßen, weil ;er sehr gut roch.;1;subjekt;pers;;14055972957191.0;;;;;188;Tom entzückte Stefanie bei einem Besuch vorgestern über alle Maßen, weil;m;Tom;Stefani;se;entzückte;4;er sehr gut roch.;er ihr überraschend ein selbstgemaltes Bild schenkte.
795;796;Liste3;14;24;m;deutsch;nein;rechts;16;4;<id: item 16, condition 4>;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil ;er ein abscheuliches Essverhalten bei den Banketts an den Tag legte.;1;objekt;pers;;14055984267217.0;1;objekt;pers;;136;Jacqueline verachtete Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil;f;Jacqueline;Danie;es;verachtete;3;er ein abscheuliches Essverhalten bei den Banketts an den Tag legte.;er stets unehrlich und manipulativ handelte.
293;294;Liste2;5;31;m;deutsch;nein;rechts;54;1;<id: item 54, condition 1>;Der Lars irritierte die Alexandra durch merkwürdige Fragen zur Person, weil ;er wissen wollte, ob sie Star trek mag,;1;subjekt;pers;;14056047752191.0;1;subjekt;pers;;74;Lars irritierte Alexandra durch merkwürdige Fragen zur Person, weil;m;Lars;Alexandr;se;irritierte;2;er wissen wollte, ob sie Star trek mag,;er versuchte, mehr über ihre Interessen und Hintergründe zu erfahren.
1384;1385;Liste1;24;19;m;deutsch;nein;rechts;5;1;<id: item 5, condition 1>;Der Phillip bewunderte die Emma für die Neuzüchtung einer Orchideenart, weil;diese schon seit Urzeiten ausgestorben war.;0;;;;1405596589367.0;;;;;205;Phillip bewunderte Emma für die Neuzüchtung einer Orchideenart, weil;m;Phillip;Emm;es;bewunderte;2;diese schon seit Urzeiten ausgestorben war.;sie dabei außergewöhnliche Fachkenntnisse und Geduld bewiesen hatte.
2142;2143;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;43;1;<id: item 43, condition 1>;Der Andreas beeindruckte die Julia mit Kopfrechenkünsten beim Wurzelziehen, weil ;sie innerhalb von einer sehr kurzen Zeit schwierigste Aufgaben rechnen konnte.;ns;;;;14056028719682.0;;;;;463;Andreas beeindruckte Julia mit Kopfrechenkünsten beim Wurzelziehen, weil;m;Andreas;Juli;se;beeindruckte;2;sie innerhalb von einer sehr kurzen Zeit schwierigste Aufgaben rechnen konnte.;er ihr aus dem Kopf die Quadratwurzel von 1024 nennen konnte.
7;8;Liste4;1;24;m;deutsch;nein;rechts;8;1;<id: item 8, condition 1>;Der Christian hasste die Jasmin für die extrem fiesen Sprüche über die Brille, weil ;das gemein war.;0;;;;14055977804608.0;;;;;8;Christian hasste Jasmin für die extrem fiesen Sprüche über die Brille, weil;m;Christian;Jasmi;es;hasste;2;das gemein war.;sie ihn seit ihrer Kindheit damit bloßstellte und verletzte.
789;790;Liste3;14;24;m;deutsch;nein;rechts;10;2;<id: item 10, condition 2>;Die Jessica misstraute dem Steffen wegen der Spendenaffäre im Herbst, weil ;eine grössere Summe verschwunden war.;0;;;;14055978009364.0;;;;;130;Jessica misstraute Steffen wegen der Spendenaffäre im Herbst, weil;f;Jessica;Steffe;es;misstraute;1;eine grössere Summe verschwunden war.;er ihr gegenüber immer ausweichend war und nie klare Antworten auf ihre Fragen gab.
1901;1902;Liste1;32;24;f;deutsch;nein;rechts;42;4;<id: item 42, condition 4>;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil ;sie sehr viel Gewicht verloren hat.;1;subjekt;pers;;14055935894604.0;;;;;422;Anne ängstigte Leon in hohem Grade seit Beginn der Sommerferien, weil;f;Anne;Leo;se;ängstigte;3;sie sehr viel Gewicht verloren hat.;sie nachts von unheimlichen Geschichten erzählt hatte.
2158;2159;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;59;1;<id: item 59, condition 1>;Der Kevin verblüffte die Jennifer durch einen unerwarteten Kuss auf den Mund, weil ;beide besoffen entlang dem Fluss liefen.;pl;;;;14056025761746.0;;;;;479;Kevin verblüffte Jennifer durch einen unerwarteten Kuss auf den Mund, weil;m;Kevin;Jennife;se;verblüffte;2;beide besoffen entlang dem Fluss liefen.;er ihr schon lange seine Gefühle gestehen wollte.
792;793;Liste3;14;24;m;deutsch;nein;rechts;13;3;<id: item 13, condition 3>;Der Julian schätzte die Carina in außerordentlich hohem Maße, weil ;sie immer viel Ausschnitt zeigte.;1;objekt;pers;;14055982494717.0;;;;;133;Julian schätzte Carina in außerordentlich hohem Maße, weil;m;Julian;Carin;es;schätzte;4;sie immer viel Ausschnitt zeigte.;sie immer zuverlässig und einfühlsam war.
1436;1437;Liste1;24;19;m;deutsch;nein;rechts;57;1;<id: item 57, condition 1>;Der Max störte die Kathrin durch das laute Gekreische an einer Engstelle, weil ;sie dachte sie würde von Fledermäusen attakiert werden.;1;objekt;pers;;14055971850382.0;;;;;237;Max störte Kathrin durch das laute Gekreische an einer Engstelle, weil;m;Max;Kathri;se;störte;2;sie dachte sie würde von Fledermäusen attakiert werden.;er unbedingt ihre Aufmerksamkeit wollte.
1429;1430;Liste1;24;19;m;deutsch;nein;rechts;50;4;<id: item 50, condition 4>;Die Annalena erschreckte den Yannik vor wenigen Minuten äußerst heftig, weil ;er einfach nur schlafen wollte, sie ihn aber unbedingt mit Bauklötzen bewerfen musste.;1;objekt;pers;;1405596803294.0;;;;;230;Annalena erschreckte Yannik vor wenigen Minuten äußerst heftig, weil;f;Annalena;Yanni;se;erschreckte;3;er einfach nur schlafen wollte, sie ihn aber unbedingt mit Bauklötzen bewerfen musste.;sie unerwartet als gruselige Gestalt verkleidet aus dem Dunkeln sprang.
1393;1394;Liste1;24;19;m;deutsch;nein;rechts;14;4;<id: item 14, condition 4>;Die Melanie sorgte sich um den Florian mit stetig wachsender Unruhe, weil ;er ständig eine neue Frau in sein Zimmer schleppt.;1;objekt;pers;;14055979228119.0;;;;;214;Melanie sorgte sich um Florian mit stetig wachsender Unruhe, weil;f;Melanie;Floria;es;sorgte sich um;3;er ständig eine neue Frau in sein Zimmer schleppt.;er seit Tagen nicht auf ihre Anrufe und Nachrichten geantwortet hatte.
1721;1722;Liste4;29;20;f;deutsch;nein;rechts;42;3;<id: item 42, condition 3>;Der Leon ängstigte die Anne in hohem Grade seit Beginn der Sommerferien, weil ;er ihr ständig Gruselgeschichten über tote Kinder im Sommercamp erzählte.;2;subjekt;pers;;14055943937669.0;;;;;342;Leon ängstigte Anne in hohem Grade seit Beginn der Sommerferien, weil;m;Leon;Ann;se;ängstigte;4;er ihr ständig Gruselgeschichten über tote Kinder im Sommercamp erzählte.;er ihr ständig Streiche spielte, die sie verunsicherten.
825;826;Liste3;14;24;m;deutsch;nein;rechts;46;2;<id: item 46, condition 2>;Die Marlene bezauberte den Timo durch das schöne Harfenspiel im Schulorchester, weil ;sie eine grazile Eleganz beim Zupfen der Saiten verströmte.;1;subjekt;pers;;14055976922327.0;1;subjekt;pers;;146;Marlene bezauberte Timo durch das schöne Harfenspiel im Schulorchester, weil;f;Marlene;Tim;se;bezauberte;1;sie eine grazile Eleganz beim Zupfen der Saiten verströmte.;er von den sanften Klängen tief beeindruckt war.
1387;1388;Liste1;24;19;m;deutsch;nein;rechts;8;2;<id: item 8, condition 2>;Die Jasmin hasste den Christian für die extrem fiesen Sprüche über die Brille, weil ;so etwas einfach unangebracht ist.;0;;;;14055979661382.0;;;;;208;Jasmin hasste Christian für die extrem fiesen Sprüche über die Brille, weil;f;Jasmin;Christia;es;hasste;1;so etwas einfach unangebracht ist.;sie ihr ein Gefühl von Unsicherheit und Unzulänglichkeit gaben.
1867;1868;Liste1;32;24;f;deutsch;nein;rechts;8;2;<id: item 8, condition 2>;Die Jasmin hasste den Christian für die extrem fiesen Sprüche über die Brille, weil ;er sie ständig Brillenschlange nannte.;2;objekt;pers;;14055932809777.0;;;;;408;Jasmin hasste Christian für die extrem fiesen Sprüche über die Brille, weil;f;Jasmin;Christia;es;hasste;1;er sie ständig Brillenschlange nannte.;sie dadurch unsicher wurde und sich verletzlich fühlte.
786;787;Liste3;14;24;m;deutsch;nein;rechts;7;1;<id: item 7, condition 1>;Der Jan fürchtete die Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;sie sein Selbstvertrauen im Kern erschütterten.;0-poss;subjekt;poss;;1405597283082.0;;;;;127;Jan fürchtete Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;m;Jan;Franzisk;es;fürchtete;2;sie sein Selbstvertrauen im Kern erschütterten.;sie ihm jedes Mal ein schlechtes Gefühl über sein Aussehen gab.
49;50;Liste4;1;24;m;deutsch;nein;rechts;50;3;<id: item 50, condition 3>;Der Yannik erschreckte die Annalena vor wenigen Minuten äußerst heftig, weil ;er sich sehr überzeugend tot gestellt hatte.;1;subjekt;pers;;14055983924337.0;1;subjekt;pers;;30;Yannik erschreckte Annalena vor wenigen Minuten äußerst heftig, weil;m;Yannik;Annalen;se;erschreckte;4;er sich sehr überzeugend tot gestellt hatte.;er plötzlich aus dem Dunkeln auftauchte, verkleidet als furchteinflößendes Monster.
1900;1901;Liste1;32;24;f;deutsch;nein;rechts;41;1;<id: item 41, condition 1>;Der Fabian amüsierte die Amelia durch das Erzählen von Witzen über Kollegen, weil ;er diese sehr gut nachahmen kann.;1;subjekt;pers;;14055933688033.0;;;;;421;Fabian amüsierte Amelia durch das Erzählen von Witzen über Kollegen, weil;m;Fabian;Ameli;se;amüsierte;2;er diese sehr gut nachahmen kann.;er wusste, dass sie humorvoll waren und sie gerne lachte.
1720;1721;Liste4;29;20;f;deutsch;nein;rechts;41;4;<id: item 41, condition 4>;Die Amelia amüsierte den Fabian von den Institutsangehörigen am Meisten, weil ;sie stets einen guten Humor hatte.;1;subjekt;pers;;14055938447653.0;;;;;341;Amelia amüsierte Fabian von den Institutsangehörigen am Meisten, weil;f;Amelia;Fabia;se;amüsierte;3;sie stets einen guten Humor hatte.;sie immer unerwartete und humorvolle Geschichten erzählte.
1807;1808;Liste4;31;27;f;deutsch;Türkisch;rechts;8;1;<id: item 8, condition 1>;Der Christian hasste die Jasmin für die extrem fiesen Sprüche über die Brille, weil ;er immer eine tragen musste und sie nicht. ;1;subjekt;pers;;14055132324719.0;;;;;368;Christian hasste Jasmin für die extrem fiesen Sprüche über die Brille, weil;m;Christian;Jasmi;es;hasste;2;er immer eine tragen musste und sie nicht. ;sie ihm seitdem ständig das Gefühl gaben, weniger wert zu sein.
1399;1400;Liste1;24;19;m;deutsch;nein;rechts;20;2;<id: item 20, condition 2>;Die Verena vertraute dem Tobias wegen der stoischen Ruhe bei Not-OPs, weil;er in jeglicher Situation ein ruhiges Händchen beweist.;1;objekt;pers;;14055966438294.0;1;objekt;pers;;220;Verena vertraute Tobias wegen der stoischen Ruhe bei Not-OPs, weil;f;Verena;Tobia;es;vertraute;1;er in jeglicher Situation ein ruhiges Händchen beweist.;er stets besonnen und konzentriert agierte.
1366;1367;Liste2;23;22;m;deutsch;nein;rechts;47;4;<id: item 47, condition 4>;Die Lea enttäuschte den Christoph bei dieser Begegnung auf das Allerheftigste, weil ;sie Christophs Kind mit Sand bewarf.;1;subjekt;pers;;14055965330007.0;1;subjekt;pers;;187;Lea enttäuschte Christoph bei dieser Begegnung auf das Allerheftigste, weil;f;Lea;Christop;se;enttäuschte;3;sie Christophs Kind mit Sand bewarf.;sie sein Vertrauen gebrochen hatte.
18;19;Liste4;1;24;m;deutsch;nein;rechts;19;2;<id: item 19, condition 2>;Die Luise vermisste den David für die netten Gespräche an lauen Sommerabenden, weil;sie sich bei ihm immer geborgen und zuhause fühlte.;2;subjekt;pers;;14055986377901.0;2;subjekt;pers;;19;Luise vermisste David für die netten Gespräche an lauen Sommerabenden, weil;f;Luise;Davi;es;vermisste;1;sie sich bei ihm immer geborgen und zuhause fühlte.;sie sich bei ihm immer verstanden fühlte.
1809;1810;Liste4;31;27;f;deutsch;Türkisch;rechts;10;3;<id: item 10, condition 3>;Der Steffen misstraute der Jessica nun schon seit geraumer Zeit, weil;sie wieder Kontakt zu ihrem Ex-Freund hat.;1;objekt;pers;;14055127441551.0;;;;;370;Steffen misstraute Jessica nun schon seit geraumer Zeit, weil;m;Steffen;Jessic;es;misstraute;4;sie wieder Kontakt zu ihrem Ex-Freund hat.;sie immer wieder heimlich telefonierte und er merkte, dass sie ihm etwas Wichtiges verschwieg.
1516;1517;Liste3;26;26;f;deutsch;nein;rechts;17;3;<id: item 17, condition 3>;Der Stephan verehrte die Nadine über jedes vorstellbare Maß hinaus, weil;sie die kreativste Person ist die er je getroffen hat.;1;objekt;pers;;14055096810039.0;;;;;257;Stephan verehrte Nadine über jedes vorstellbare Maß hinaus, weil;m;Stephan;Nadin;es;verehrte;4;sie die kreativste Person ist die er je getroffen hat.;er von ihrer Intelligenz, ihrer Herzlichkeit und ihrer unglaublichen Kreativität fasziniert war.
436;437;Liste2;8;25;f;deutsch;nein;rechts;17;2;<id: item 17, condition 2>;Die Nadine verehrte den Stephan für die Entwürfe der neuen Kollektion, weil ;sie wie für sie gemacht war.;1;subjekt;pers;;14055103730246.0;;;;;97;Nadine verehrte Stephan für die Entwürfe der neuen Kollektion, weil;f;Nadine;Stepha;es;verehrte;1;sie wie für sie gemacht war.;sie innovativ und kreativ waren und den Zeitgeist perfekt einfingen.
1368;1369;Liste2;23;22;m;deutsch;nein;rechts;49;2;<id: item 49, condition 2>;Die Nina erfreute den Armin durch ein Kompliment über die sportliche Figur, weil ;sie es bemerkte.;1;subjekt;pers;;14055970769443.0;;;;;189;Nina erfreute Armin durch ein Kompliment über die sportliche Figur, weil;f;Nina;Armi;se;erfreute;1;sie es bemerkte.;sie wusste, dass er hart dafür trainiert hatte.
462;463;Liste2;8;25;f;deutsch;nein;rechts;43;4;<id: item 43, condition 4>;Die Julia beeindruckte den Andreas wieder und wieder über alle Maßen, weil ;sie bei jedem Treffen eine neue Beförderung zu verkunden hatte.;1;subjekt;pers;;14055098751553.0;1;subjekt;pers;;103;Julia beeindruckte Andreas wieder und wieder über alle Maßen, weil;f;Julia;Andrea;se;beeindruckte;3;sie bei jedem Treffen eine neue Beförderung zu verkunden hatte.;sie sich stets kreativ und einfallsreich zeigte.
1330;1331;Liste2;23;22;m;deutsch;nein;rechts;11;4;<id: item 11, condition 4>;Die Eva mochte den Mark vom ersten Augenblick der Konferenz an, weil;er sehr groß war.;1;objekt;pers;;14055963296282.0;;;;;171;Eva mochte Mark vom ersten Augenblick der Konferenz an, weil;f;Eva;Mar;es;mochte;3;er sehr groß war.;sie seine leidenschaftliche Rede beeindruckend und inspirierend fand.
1728;1729;Liste4;29;20;f;deutsch;nein;rechts;49;4;<id: item 49, condition 4>;Die Nina erfreute den Armin beim gemeinsamen Training in höchstem Maße, weil ;sie ihm einen Proteinshake spendierte.;2;subjekt;pers;;14055945523767.0;;;;;349;Nina erfreute Armin beim gemeinsamen Training in höchstem Maße, weil;f;Nina;Armi;se;erfreute;3;sie ihm einen Proteinshake spendierte.;sie durch ihre positive Energie und Motivation beeindruckende Fortschritte erzielte.
1506;1507;Liste3;26;26;f;deutsch;nein;rechts;7;1;<id: item 7, condition 1>;Der Jan fürchtete die Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;er unsicher ist und ihn das verletzt.;1;subjekt;pers;;14055103858991.0;;;;;247;Jan fürchtete Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;m;Jan;Franzisk;es;fürchtete;2;er unsicher ist und ihn das verletzt.;sie seine Unsicherheiten verstärkten und er Angst hatte, dass es andere mitbekommen und ihn auslachen könnten.
1902;1903;Liste1;32;24;f;deutsch;nein;rechts;43;3;<id: item 43, condition 3>;Der Andreas beeindruckte die Julia wieder und wieder über alle Maßen, weil ;er mit vier Bällen jonglieren kann.;1;subjekt;pers;;14055928709062.0;;;;;423;Andreas beeindruckte Julia wieder und wieder über alle Maßen, weil;m;Andreas;Juli;se;beeindruckte;4;er mit vier Bällen jonglieren kann.;er mit seinem Charme und seiner Intelligenz stets neue kreative Ideen einbrachte.
